# Wordlist

# DATA
ID	LOCAL_ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT	STRUCTURE
538	ChiapasZoque-53_meat-1	ChiapasZoque	MEAT	meat	sis	sis	s i s	3 7 3	AXN	SIS	1	1.S.C 1.I.V 1.S.c	2.0 1.5 0.8	sis	0	414	s i s	c v c
#
539	NorthHighlandMixe-54_moon-1	NorthHighlandMixe	MOON	moon	poʔo	poʔo	p o ʔ o	1 7 1 7	AXBZ	PUHU	3	3.P.C 3.U.V 3.H.C 3.U.V	2.0 1.5 1.75 0.8	poʔo	0	423	p o ʔ o	c v c v
540	SouthHighlandMixe-54_moon-1	SouthHighlandMixe	MOON	moon	poʔo	poʔo	p o ʔ o	1 7 1 7	AXBZ	PUHU	9	9.P.C 9.U.V 9.H.C 9.U.V	2.0 1.5 1.75 0.8	poʔo	0	423	p o ʔ o	c v c v
541	LowlandMixe-54_moon-1	LowlandMixe	MOON	moon	poʔ	poʔ	p o ʔ	1 7 1	AXN	PUH	2	2.P.C 2.U.V 2.H.c	2.0 1.5 0.8	poʔ	0	423	p o ʔ -	c v c
542	SayulaPopoluca-54_moon-1	SayulaPopoluca	MOON	moon	poʔ	poʔ	p o ʔ	1 7 1	AXN	PUH	7	7.P.C 7.U.V 7.H.c	2.0 1.5 0.8	poʔ	0	423	p o ʔ -	c v c
543	OlutaPopoluca-54_moon-1	OlutaPopoluca	MOON	moon	poʔa	poʔa	p o ʔ a	1 7 1 7	AXBZ	PUHA	4	4.P.C 4.U.V 4.H.C 4.A.V	2.0 1.5 1.75 0.8	poʔa	0	423	p o ʔ a	c v c v
544	TexistepecZoque-54_moon-1	TexistepecZoque	MOON	moon	pooy	pooy	p oː j	1 7 6	AXN	PUJ	10	10.P.C 10.U.V 10.J.c	2.0 1.5 0.8	poːj	0	422	p oː j - -	c v c
545	SoteapanZoque-54_moon-1	SoteapanZoque	MOON	moon	pooya	pooya	p oː j a	1 7 6 7	AXBZ	PUJA	8	8.P.C 8.U.V 8.J.C 8.A.V	2.0 1.5 1.75 0.8	poːja	0	422	p oː j a -	c v c v
546	SantaMariaChimalapaZoque-54_moon-1	SantaMariaChimalapaZoque	MOON	moon	sepeʔ	sepeʔ	s e p e ʔ	3 7 1 7 1	AXBYN	SEPEH	6	6.S.C 6.E.V 6.P.C 6.E.V 6.H.c	2.0 1.5 1.75 1.3 0.8	sepeʔ	0	426	s e p e ʔ	c v c v c
547	SanMiguelChimalapaZoque-54_moon-1	SanMiguelChimalapaZoque	MOON	moon	šepeʔ	šepeʔ	ʃ e p e ʔ	3 7 1 7 1	AXBYN	SEPEH	5	5.S.C 5.E.V 5.P.C 5.E.V 5.H.c	2.0 1.5 1.75 1.3 0.8	ʃepeʔ	0	426	ʃ e p e ʔ	c v c v c
548	ChiapasZoque-54_moon-1	ChiapasZoque	MOON	moon	poyah	poyah	p o j a h	1 7 6 7 3	AXBYN	PUJAH	1	1.P.C 1.U.V 1.J.C 1.A.V 1.H.c	2.0 1.5 1.75 1.3 0.8	pojah	0	422	p o j a h	c v c v c
#
549	NorthHighlandMixe-55_mountain-1	NorthHighlandMixe	MOUNTAIN	mountain	kopk	kopk	k o p k	1 7 1 1	AXLN	KUPK	3	3.K.C 3.U.V 3.P.c 3.K.c	2.0 1.5 1.1 0.8	kopk	0	429	k o p - - k	c v c c
550	SouthHighlandMixe-55_mountain-1	SouthHighlandMixe	MOUNTAIN	mountain	kokp	kokp	k o k p	1 7 1 1	AXLN	KUKP	9	9.K.C 9.U.V 9.K.c 9.P.c	2.0 1.5 1.1 0.8	kokp	0	434	k o k p	c v c c
551	LowlandMixe-55_mountain-1	LowlandMixe	MOUNTAIN	mountain	koʔogop, kop	koʔogop	k o ʔ o g o p	1 7 1 7 1 7 1	AXBYBYN	KUHUKUP	2	2.K.C 2.U.V 2.H.C 2.U.V 2.K.C 2.U.V 2.P.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	koʔogop	0	428	k o ʔ o g o p	c v c v c v c
552	LowlandMixe-55_mountain-2	LowlandMixe	MOUNTAIN	mountain	koʔogop, kop	kop	k o p	1 7 1	AXN	KUP	2	2.K.C 2.U.V 2.P.c	2.0 1.5 0.8	kop	0	429	k o p - - -	c v c
553	SayulaPopoluca-55_mountain-1	SayulaPopoluca	MOUNTAIN	mountain	kopak	kopak	k o p a k	1 7 1 7 1	AXBYN	KUPAK	7	7.K.C 7.U.V 7.P.C 7.A.V 7.K.c	2.0 1.5 1.75 1.3 0.8	kopak	1	429	k o p a - k	c v c v c
554	OlutaPopoluca-55_mountain-1	OlutaPopoluca	MOUNTAIN	mountain	kopaʔk	kopaʔk	k o p a ʔ k	1 7 1 7 1 1	AXBYLN	KUPAHK	4	4.K.C 4.U.V 4.P.C 4.A.V 4.H.c 4.K.c	2.0 1.5 1.75 1.3 1.1 0.8	kopaʔk	0	429	k o p a ʔ k	c v c v c c
555	TexistepecZoque-55_mountain-1	TexistepecZoque	MOUNTAIN	mountain	kotsək	kotsək	k o ts ə k	1 7 2 7 1	AXBYN	KUCEK	10	10.K.C 10.U.V 10.C.C 10.E.V 10.K.c	2.0 1.5 1.75 1.3 0.8	kotsək	0	427	k o ts ə k	c v c v c
556	SoteapanZoque-55_mountain-1	SoteapanZoque	MOUNTAIN	mountain	kootsək	kootsək	k oː ts ə k	1 7 2 7 1	AXBYN	KUCEK	8	8.K.C 8.U.V 8.C.C 8.E.V 8.K.c	2.0 1.5 1.75 1.3 0.8	koːtsək	0	427	k oː ts ə k	c v c v c
557	SanMiguelChimalapaZoque-55_mountain-1	SanMiguelChimalapaZoque	MOUNTAIN	mountain	kotsək	kotsək	k o ts ə k	1 7 2 7 1	AXBYN	KUCEK	5	5.K.C 5.U.V 5.C.C 5.E.V 5.K.c	2.0 1.5 1.75 1.3 0.8	kotsək	0	427	k o ts ə k	c v c v c
558	ChiapasZoque-55_mountain-1	ChiapasZoque	MOUNTAIN	mountain	kotsək	kotsək	k o ts ə k	1 7 2 7 1	AXBYN	KUCEK	1	1.K.C 1.U.V 1.C.C 1.E.V 1.K.c	2.0 1.5 1.75 1.3 0.8	kotsək	0	427	k o ts ə k	c v c v c
#
559	NorthHighlandMixe-56_mouth-1	NorthHighlandMixe	MOUTH	mouth	aah	aah	aː h	7 3	XN	AH	3	3.A.V 3.H.c	1.5 0.8	aːh	0	437	aː h	v c
560	SouthHighlandMixe-56_mouth-1	SouthHighlandMixe	MOUTH	mouth	aa	aa	aː	7	X	A	9	9.A.V	1.5	aː	0	443	aː	v
561	LowlandMixe-56_mouth-1	LowlandMixe	MOUTH	mouth	aawak	aawak	aː w a k	7 6 7 1	XBYN	AWAK	2	2.A.V 2.W.C 2.A.V 2.K.c	1.5 1.75 1.3 0.8	aːwak	0	436	aː w a k	v c v c
562	SayulaPopoluca-56_mouth-1	SayulaPopoluca	MOUTH	mouth	ahw	ahw	a h w	7 3 6	XBC	AHW	7	7.A.V 7.H.C 7.W.C	1.5 1.75 1.5	ahw	0	441	a h w	v c c
563	OlutaPopoluca-56_mouth-1	OlutaPopoluca	MOUTH	mouth	avə	avə	a v ə	7 3 7	XBZ	ABE	4	4.A.V 4.B.C 4.E.V	1.5 1.75 0.8	avə	0	438	a v ə	v c v
564	TexistepecZoque-56_mouth-1	TexistepecZoque	MOUTH	mouth	həp	həp	h ə p	3 7 1	AXN	HEP	10	10.H.C 10.E.V 10.P.c	2.0 1.5 0.8	həp	0	439	h ə p	c v c
565	SoteapanZoque-56_mouth-1	SoteapanZoque	MOUTH	mouth	həp	həp	h ə p	3 7 1	AXN	HEP	8	8.H.C 8.E.V 8.P.c	2.0 1.5 0.8	həp	0	439	h ə p	c v c
566	SantaMariaChimalapaZoque-56_mouth-1	SantaMariaChimalapaZoque	MOUTH	mouth	həp	həp	h ə p	3 7 1	AXN	HEP	6	6.H.C 6.E.V 6.P.c	2.0 1.5 0.8	həp	0	439	h ə p	c v c
567	SanMiguelChimalapaZoque-56_mouth-1	SanMiguelChimalapaZoque	MOUTH	mouth	həp	həp	h ə p	3 7 1	AXN	HEP	5	5.H.C 5.E.V 5.P.c	2.0 1.5 0.8	həp	0	439	h ə p	c v c
568	ChiapasZoque-56_mouth-1	ChiapasZoque	MOUTH	mouth	aŋnaka	aŋnaka	a ŋ n a k a	7 4 4 7 1 7	XMBYBZ	ANNAKA	1	1.A.V 1.N.c 1.N.C 1.A.V 1.K.C 1.A.V	1.5 1.1 1.75 1.3 1.75 0.8	aŋnaka	0	435	a ŋ n a k a	v c c v c v
#
569	NorthHighlandMixe-57_name-1	NorthHighlandMixe	NAME	name	šəə	šəə	ʃ əː	3 7	AX	SE	3	3.S.C 3.E.V	2.0 1.5	ʃəː	0	445	ʃ əː	c v
570	SouthHighlandMixe-57_name-1	SouthHighlandMixe	NAME	name	šəə	šəə	ʃ əː	3 7	AX	SE	9	9.S.C 9.E.V	2.0 1.5	ʃəː	0	445	ʃ əː	c v
571	LowlandMixe-57_name-1	LowlandMixe	NAME	name	šəə	šəə	ʃ əː	3 7	AX	SE	2	2.S.C 2.E.V	2.0 1.5	ʃəː	0	445	ʃ əː	c v
572	SayulaPopoluca-57_name-1	SayulaPopoluca	NAME	name	nəʔhy	nəʔhy	n ə ʔ h j	4 7 1 3 6	AXBCC	NEHHJ	7	7.N.C 7.E.V 7.H.C 7.H.C 7.J.C	2.0 1.5 1.75 1.5 1.5	nəʔhj	0	450	n ə ʔ h j	c v c c c
573	OlutaPopoluca-57_name-1	OlutaPopoluca	NAME	name	šəvə	šəvə	ʃ ə v ə	3 7 3 7	AXBZ	SEBE	4	4.S.C 4.E.V 4.B.C 4.E.V	2.0 1.5 1.75 0.8	ʃəvə	0	447	ʃ ə v ə	c v c v
574	TexistepecZoque-57_name-1	TexistepecZoque	NAME	name	dəy	dəy	d ə j	1 7 6	AXN	TEJ	10	10.T.C 10.E.V 10.J.c	2.0 1.5 0.8	dəj	0	453	d ə j	c v c
575	SoteapanZoque-57_name-1	SoteapanZoque	NAME	name	nəəyi	nəəyi	n əː j i	4 7 6 7	AXBZ	NEJI	8	8.N.C 8.E.V 8.J.C 8.I.V	2.0 1.5 1.75 0.8	nəːji	0	444	n əː j i	c v c v
576	SantaMariaChimalapaZoque-57_name-1	SantaMariaChimalapaZoque	NAME	name	nəhi	nəhi	n ə h i	4 7 3 7	AXBZ	NEHI	6	6.N.C 6.E.V 6.H.C 6.I.V	2.0 1.5 1.75 0.8	nəhi	0	448	n ə h i	c v c v
577	SanMiguelChimalapaZoque-57_name-1	SanMiguelChimalapaZoque	NAME	name	nəhi	nəhi	n ə h i	4 7 3 7	AXBZ	NEHI	5	5.N.C 5.E.V 5.H.C 5.I.V	2.0 1.5 1.75 0.8	nəhi	0	448	n ə h i	c v c v
578	ChiapasZoque-57_name-1	ChiapasZoque	NAME	name	nəy	nəy	n ə j	4 7 6	AXN	NEJ	1	1.N.C 1.E.V 1.J.c	2.0 1.5 0.8	nəj	0	444	n ə j -	c v c
#
1021	NorthHighlandMixe-103_near-1	NorthHighlandMixe	NEAR	near	təmhi	təmhi	t ə m h i	1 7 4 3 7	AXMBZ	TEMHI	3	3.T.C 3.E.V 3.M.c 3.H.C 3.I.V	2.0 1.5 1.1 1.75 0.8	təmhi	0	456	t ə m h i	c v c c v
1022	SouthHighlandMixe-103_near-1	SouthHighlandMixe	NEAR	near	hənkon	hənkon	h ə n k o n	3 7 4 1 7 4	AXMBYN	HENKUN	9	9.H.C 9.E.V 9.N.c 9.K.C 9.U.V 9.N.c	2.0 1.5 1.1 1.75 1.3 0.8	hənkon	0	455	h ə n k o n	c v c c v c
1023	LowlandMixe-103_near-1	LowlandMixe	NEAR	near	wingon	wingon	w i n g o n	6 7 4 1 7 4	AXMBYN	WINKUN	2	2.W.C 2.I.V 2.N.c 2.K.C 2.U.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	wingon	0	455	w i n g o n	c v c c v c
1024	SayulaPopoluca-103_near-1	SayulaPopoluca	NEAR	near	tom	tom	t o m	1 7 4	AXN	TUM	7	7.T.C 7.U.V 7.M.c	2.0 1.5 0.8	tom	0	454	t o m - - -	c v c
1025	OlutaPopoluca-103_near-1	OlutaPopoluca	NEAR	near	tomeʔk	tomeʔk	t o m e ʔ k	1 7 4 7 1 1	AXBYLN	TUMEHK	4	4.T.C 4.U.V 4.M.C 4.E.V 4.H.c 4.K.c	2.0 1.5 1.75 1.3 1.1 0.8	tomeʔk	0	454	t o m e ʔ k	c v c v c c
1026	TexistepecZoque-103_near-1	TexistepecZoque	NEAR	near	taʔan	taʔan	t a ʔ a n	1 7 1 7 4	AXBYN	TAHAN	10	10.T.C 10.A.V 10.H.C 10.A.V 10.N.c	2.0 1.5 1.75 1.3 0.8	taʔan	0	461	t a ʔ a n -	c v c v c
1027	SoteapanZoque-103_near-1	SoteapanZoque	NEAR	near	taʔañi	taʔañi	t a ʔ a ɲ i	1 7 1 7 4 7	AXBYBZ	TAHANI	8	8.T.C 8.A.V 8.H.C 8.A.V 8.N.C 8.I.V	2.0 1.5 1.75 1.3 1.75 0.8	taʔaɲi	0	461	t a ʔ a ɲ i	c v c v c v
1028	SantaMariaChimalapaZoque-103_near-1	SantaMariaChimalapaZoque	NEAR	near	tomeʔ	tomeʔ	t o m e ʔ	1 7 4 7 1	AXBYN	TUMEH	6	6.T.C 6.U.V 6.M.C 6.E.V 6.H.c	2.0 1.5 1.75 1.3 0.8	tomeʔ	0	454	t o m e ʔ -	c v c v c
1029	SanMiguelChimalapaZoque-103_near-1	SanMiguelChimalapaZoque	NEAR	near	tom-eʔ	tom-eʔ	t o m + e ʔ	1 7 4 9 7 1	AXN_XN	TUM_EH	5	5.T.C 5.U.V 5.M.c 5._._ 5.E.V 5.H.c	2.0 1.5 0.8 0.0 1.5 0.8	tom+eʔ	0	458	t o m + e ʔ	c v c + v c
1030	ChiapasZoque-103_near-1	ChiapasZoque	NEAR	near	tome	tome	t o m e	1 7 4 7	AXBZ	TUME	1	1.T.C 1.U.V 1.M.C 1.E.V	2.0 1.5 1.75 0.8	tome	0	454	t o m e - -	c v c v
#
579	NorthHighlandMixe-58_neck-1	NorthHighlandMixe	NECK	neck	yoʔkt	yoʔkt	j o ʔ k t	6 7 1 1 1	AXLLN	JUHKT	3	3.J.C 3.U.V 3.H.c 3.K.c 3.T.c	2.0 1.5 1.1 1.1 0.8	joʔkt	0	464	j o ʔ k t	c v c c c
580	SouthHighlandMixe-58_neck-1	SouthHighlandMixe	NECK	neck	yoʔkt	yoʔkt	j o ʔ k t	6 7 1 1 1	AXLLN	JUHKT	9	9.J.C 9.U.V 9.H.c 9.K.c 9.T.c	2.0 1.5 1.1 1.1 0.8	joʔkt	0	464	j o ʔ k t	c v c c c
581	LowlandMixe-58_neck-1	LowlandMixe	NECK	neck	yoʔok-pahk	yoʔok-pahk	j o ʔ o k + p a h k	6 7 1 7 1 9 1 7 3 1	AXBYN_AXLN	JUHUK_PAHK	2	2.J.C 2.U.V 2.H.C 2.U.V 2.K.c 2._._ 2.P.C 2.A.V 2.H.c 2.K.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.1 0.8	joʔok+pahk	0	463	j o ʔ o k + p a h k	c v c v c + c v c c
582	SayulaPopoluca-58_neck-1	SayulaPopoluca	NECK	neck	yoʔk	yoʔk	j o ʔ k	6 7 1 1	AXLN	JUHK	7	7.J.C 7.U.V 7.H.c 7.K.c	2.0 1.5 1.1 0.8	joʔk	0	464	j o ʔ k -	c v c c
583	TexistepecZoque-58_neck-1	TexistepecZoque	NECK	neck	kən-kəʔ	kən-kəʔ	k ə n + k ə ʔ	1 7 4 9 1 7 1	AXN_AXN	KEN_KEH	10	10.K.C 10.E.V 10.N.c 10._._ 10.K.C 10.E.V 10.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kən+kəʔ	0	468	k ə n + k ə ʔ	c v c + c v c
584	SanMiguelChimalapaZoque-58_neck-1	SanMiguelChimalapaZoque	NECK	neck	wintuʔ	wintuʔ	w i n t u ʔ	6 7 4 1 7 1	AXMBYN	WINTYH	5	5.W.C 5.I.V 5.N.c 5.T.C 5.Y.V 5.H.c	2.0 1.5 1.1 1.75 1.3 0.8	wintuʔ	0	465	w i n t u ʔ	c v c c v c
585	ChiapasZoque-58_neck-1	ChiapasZoque	NECK	neck	kənə	kənə	k ə n ə	1 7 4 7	AXBZ	KENE	1	1.K.C 1.E.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	kənə	0	462	k ə n ə	c v c v
#
586	NorthHighlandMixe-59_new-1	NorthHighlandMixe	NEW	new	nam	nam	n a m	4 7 4	AXN	NAM	3	3.N.C 3.A.V 3.M.c	2.0 1.5 0.8	nam	0	471	n a m - -	c v c
587	SouthHighlandMixe-59_new-1	SouthHighlandMixe	NEW	new	hempy	hempy	h e m p j	3 7 4 1 6	AXMBC	HEMPJ	9	9.H.C 9.E.V 9.M.c 9.P.C 9.J.C	2.0 1.5 1.1 1.75 1.5	hempj	0	470	h e m p j	c v c c c
588	LowlandMixe-59_new-1	LowlandMixe	NEW	new	hemy	hemy	h e m j	3 7 4 6	AXBC	HEMJ	2	2.H.C 2.E.V 2.M.C 2.J.C	2.0 1.5 1.75 1.5	hemj	0	470	h e m - j	c v c c
589	SayulaPopoluca-59_new-1	SayulaPopoluca	NEW	new	namay	namay	n a m a j	4 7 4 7 6	AXBYN	NAMAJ	7	7.N.C 7.A.V 7.M.C 7.A.V 7.J.c	2.0 1.5 1.75 1.3 0.8	namaj	0	471	n a m a j	c v c v c
590	OlutaPopoluca-59_new-1	OlutaPopoluca	NEW	new	namə	namə	n a m ə	4 7 4 7	AXBZ	NAME	4	4.N.C 4.A.V 4.M.C 4.E.V	2.0 1.5 1.75 0.8	namə	0	471	n a m ə -	c v c v
591	TexistepecZoque-59_new-1	TexistepecZoque	NEW	new	homə-naʔ	homə-naʔ	h o m ə + n a ʔ	3 7 4 7 9 4 7 1	AXBZ_AXN	HUME_NAH	10	10.H.C 10.U.V 10.M.C 10.E.V 10._._ 10.N.C 10.A.V 10.H.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	homə+naʔ	0	478	h o m ə + n a ʔ	c v c v + c v c
592	SoteapanZoque-59_new-1	SoteapanZoque	NEW	new	hoomi	hoomi	h oː m i	3 7 4 7	AXBZ	HUMI	8	8.H.C 8.U.V 8.M.C 8.I.V	2.0 1.5 1.75 0.8	hoːmi	0	469	h oː m i -	c v c v
593	SantaMariaChimalapaZoque-59_new-1	SantaMariaChimalapaZoque	NEW	new	homeʔ	homeʔ	h o m e ʔ	3 7 4 7 1	AXBYN	HUMEH	6	6.H.C 6.U.V 6.M.C 6.E.V 6.H.c	2.0 1.5 1.75 1.3 0.8	homeʔ	0	469	h o m e ʔ	c v c v c
594	SanMiguelChimalapaZoque-59_new-1	SanMiguelChimalapaZoque	NEW	new	homeʔ	homeʔ	h o m e ʔ	3 7 4 7 1	AXBYN	HUMEH	5	5.H.C 5.U.V 5.M.C 5.E.V 5.H.c	2.0 1.5 1.75 1.3 0.8	homeʔ	0	469	h o m e ʔ	c v c v c
595	ChiapasZoque-59_new-1	ChiapasZoque	NEW	new	home	home	h o m e	3 7 4 7	AXBZ	HUME	1	1.H.C 1.U.V 1.M.C 1.E.V	2.0 1.5 1.75 0.8	home	0	469	h o m e -	c v c v
#
596	NorthHighlandMixe-60_night-1	NorthHighlandMixe	NIGHT	night	tsυυ	tsυυ	ts ʊː	2 7	AX	CY	3	3.C.C 3.Y.V	2.0 1.5	tsʊː	0	479	ts ʊː - -	c v
597	SouthHighlandMixe-60_night-1	SouthHighlandMixe	NIGHT	night	koots	koots	k oː ts	1 7 2	AXN	KUC	9	9.K.C 9.U.V 9.C.c	2.0 1.5 0.8	koːts	0	487	k oː ts	c v c
598	LowlandMixe-60_night-1	LowlandMixe	NIGHT	night	adzuuʔəʔ	adzuuʔəʔ	a d z uː ʔ ə ʔ	7 1 3 7 1 7 1	XBCYBYN	ATSYHEH	2	2.A.V 2.T.C 2.S.C 2.Y.V 2.H.C 2.E.V 2.H.c	1.5 1.75 1.5 1.3 1.75 1.3 0.8	adzuːʔəʔ	0	480	a d z uː ʔ ə ʔ	v c c v c v c
599	SayulaPopoluca-60_night-1	SayulaPopoluca	NIGHT	night	tsuʔ	tsuʔ	ts u ʔ	2 7 1	AXN	CYH	7	7.C.C 7.Y.V 7.H.c	2.0 1.5 0.8	tsuʔ	0	479	ts u ʔ -	c v c
600	OlutaPopoluca-60_night-1	OlutaPopoluca	NIGHT	night	tsuhə	tsuhə	ts u h ə	2 7 3 7	AXBZ	CYHE	4	4.C.C 4.Y.V 4.H.C 4.E.V	2.0 1.5 1.75 0.8	tsuhə	0	479	ts u h ə	c v c v
601	TexistepecZoque-60_night-1	TexistepecZoque	NIGHT	night	tsuʔ	tsuʔ	ts u ʔ	2 7 1	AXN	CYH	10	10.C.C 10.Y.V 10.H.c	2.0 1.5 0.8	tsuʔ	0	479	ts u ʔ -	c v c
602	SoteapanZoque-60_night-1	SoteapanZoque	NIGHT	night	tsuʔu	tsuʔu	ts u ʔ u	2 7 1 7	AXBZ	CYHY	8	8.C.C 8.Y.V 8.H.C 8.Y.V	2.0 1.5 1.75 0.8	tsuʔu	0	479	ts u ʔ u	c v c v
603	SantaMariaChimalapaZoque-60_night-1	SantaMariaChimalapaZoque	NIGHT	night	tsuʔhi	tsuʔhi	ts u ʔ h i	2 7 1 3 7	AXBCZ	CYHHI	6	6.C.C 6.Y.V 6.H.C 6.H.C 6.I.V	2.0 1.5 1.75 1.5 0.8	tsuʔhi	0	484	ts u ʔ h i	c v c c v
604	SanMiguelChimalapaZoque-60_night-1	SanMiguelChimalapaZoque	NIGHT	night	tsuʔ	tsuʔ	ts u ʔ	2 7 1	AXN	CYH	5	5.C.C 5.Y.V 5.H.c	2.0 1.5 0.8	tsuʔ	0	479	ts u ʔ -	c v c
605	ChiapasZoque-60_night-1	ChiapasZoque	NIGHT	night	tsuʔ	tsuʔ	ts u ʔ	2 7 1	AXN	CYH	1	1.C.C 1.Y.V 1.H.c	2.0 1.5 0.8	tsuʔ	0	479	ts u ʔ -	c v c
#
606	NorthHighlandMixe-61_nose-1	NorthHighlandMixe	NOSE	nose	həhp	həhp	h ə h p	3 7 3 1	AXLN	HEHP	3	3.H.C 3.E.V 3.H.c 3.P.c	2.0 1.5 1.1 0.8	həhp	0	489	h ə h p - - - -	c v c c
607	SouthHighlandMixe-61_nose-1	SouthHighlandMixe	NOSE	nose	həhp	həhp	h ə h p	3 7 3 1	AXLN	HEHP	9	9.H.C 9.E.V 9.H.c 9.P.c	2.0 1.5 1.1 0.8	həhp	0	489	h ə h p - - - -	c v c c
608	LowlandMixe-61_nose-1	LowlandMixe	NOSE	nose	həhp-put	həhp-put	h ə h p + p u t	3 7 3 1 9 1 7 1	AXLN_AXN	HEHP_PYT	2	2.H.C 2.E.V 2.H.c 2.P.c 2._._ 2.P.C 2.Y.V 2.T.c	2.0 1.5 1.1 0.8 0.0 2.0 1.5 0.8	həhp+put	0	489	h ə h p + p u t	c v c c + c v c
609	SayulaPopoluca-61_nose-1	SayulaPopoluca	NOSE	nose	həhp	həhp	h ə h p	3 7 3 1	AXLN	HEHP	7	7.H.C 7.E.V 7.H.c 7.P.c	2.0 1.5 1.1 0.8	həhp	0	489	h ə h p - - - -	c v c c
610	OlutaPopoluca-61_nose-1	OlutaPopoluca	NOSE	nose	həpə	həpə	h ə p ə	3 7 1 7	AXBZ	HEPE	4	4.H.C 4.E.V 4.P.C 4.E.V	2.0 1.5 1.75 0.8	həpə	0	491	h ə p ə	c v c v
611	TexistepecZoque-61_nose-1	TexistepecZoque	NOSE	nose	keñ-kuy	keñ-kuy	k e ɲ + k u j	1 7 4 9 1 7 6	AXN_AXN	KEN_KYJ	10	10.K.C 10.E.V 10.N.c 10._._ 10.K.C 10.Y.V 10.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	keɲ+kuj	0	497	k e ɲ + k u j	c v c + c v c
612	SoteapanZoque-61_nose-1	SoteapanZoque	NOSE	nose	kiiñi	kiiñi	k iː ɲ i	1 7 4 7	AXBZ	KINI	8	8.K.C 8.I.V 8.N.C 8.I.V	2.0 1.5 1.75 0.8	kiːɲi	0	488	k iː ɲ i -	c v c v
613	SantaMariaChimalapaZoque-61_nose-1	SantaMariaChimalapaZoque	NOSE	nose	kinə	kinə	k i n ə	1 7 4 7	AXBZ	KINE	6	6.K.C 6.I.V 6.N.C 6.E.V	2.0 1.5 1.75 0.8	kinə	0	488	k i n ə -	c v c v
614	SanMiguelChimalapaZoque-61_nose-1	SanMiguelChimalapaZoque	NOSE	nose	kinək	kinək	k i n ə k	1 7 4 7 1	AXBYN	KINEK	5	5.K.C 5.I.V 5.N.C 5.E.V 5.K.c	2.0 1.5 1.75 1.3 0.8	kinək	0	488	k i n ə k	c v c v c
615	ChiapasZoque-61_nose-1	ChiapasZoque	NOSE	nose	kinə	kinə	k i n ə	1 7 4 7	AXBZ	KINE	1	1.K.C 1.I.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	kinə	0	488	k i n ə -	c v c v
#
616	NorthHighlandMixe-62_not-1	NorthHighlandMixe	NOT	not	kaʔa	kaʔa	k a ʔ a	1 7 1 7	AXBZ	KAHA	3	3.K.C 3.A.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	kaʔa	0	499	k a ʔ a -	c v c v
617	SouthHighlandMixe-62_not-1	SouthHighlandMixe	NOT	not	kaʔt	kaʔt	k a ʔ t	1 7 1 1	AXLN	KAHT	9	9.K.C 9.A.V 9.H.c 9.T.c	2.0 1.5 1.1 0.8	kaʔt	0	499	k a ʔ - t	c v c c
618	LowlandMixe-62_not-1	LowlandMixe	NOT	not	kaʔ	kaʔ	k a ʔ	1 7 1	AXN	KAH	2	2.K.C 2.A.V 2.H.c	2.0 1.5 0.8	kaʔ	0	499	k a ʔ - -	c v c
619	SayulaPopoluca-62_not-1	SayulaPopoluca	NOT	not	kaah	kaah	k aː h	1 7 3	AXN	KAH	7	7.K.C 7.A.V 7.H.c	2.0 1.5 0.8	kaːh	0	499	k aː h - -	c v c
620	OlutaPopoluca-62_not-1	OlutaPopoluca	NOT	not	əʔə	əʔə	ə ʔ ə	7 1 7	XBZ	EHE	4	4.E.V 4.H.C 4.E.V	1.5 1.75 0.8	əʔə	0	501	ə ʔ ə	v c v
621	TexistepecZoque-62_not-1	TexistepecZoque	NOT	not	eñč	eñč	e ɲ tʃ	7 4 1	XLN	ENT	10	10.E.V 10.N.c 10.T.c	1.5 1.1 0.8	eɲtʃ	0	507	e ɲ tʃ	v c c
622	SoteapanZoque-62_not-1	SoteapanZoque	NOT	not	dYa	dYa	d j a	1 6 7	ACX	TJA	8	8.T.C 8.J.C 8.A.V	2.0 1.5 1.5	dja	0	505	d j a	c c v
623	SantaMariaChimalapaZoque-62_not-1	SantaMariaChimalapaZoque	NOT	not	wat kaha	wat kaha	w a t + k a h a	6 7 1 9 1 7 3 7	AXN_AXBZ	WAT_KAHA	6	6.W.C 6.A.V 6.T.c 6._._ 6.K.C 6.A.V 6.H.C 6.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	wat+kaha	0	503	w a t + k a h a	c v c + c v c v
624	SanMiguelChimalapaZoque-62_not-1	SanMiguelChimalapaZoque	NOT	not	ya	ya	j a	6 7	AX	JA	5	5.J.C 5.A.V	2.0 1.5	ja	0	502	j a	c v
